"","year","length_cm","age","sex","source","faa_area","fleet","project","InModel"
"1020",2016,4.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1021",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1022",2016,3.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1023",2016,3.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1024",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1025",2016,4.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1026",2016,3.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1027",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1028",2016,3.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1029",2016,5.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1030",2016,4.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1031",2016,3.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1032",2016,5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1033",2016,4.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1034",2016,4.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1035",2016,4.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1036",2016,4.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1037",2016,4.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1038",2016,4.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1039",2016,4.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1040",2016,4.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1041",2016,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1042",2016,5.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1043",2016,4.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1044",2016,5.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1045",2016,5.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1046",2016,5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1047",2016,3.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1048",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1049",2016,5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1050",2016,5.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1051",2016,4.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1052",2016,4.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1053",2016,4.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1054",2016,3.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1055",2016,4.2,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1056",2016,3.6,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1057",2016,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1058",2016,4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1059",2016,4.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1060",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1061",2016,3.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1062",2016,5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1063",2016,5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1064",2016,5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1065",2016,3.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1066",2016,3.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1067",2016,3.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1068",2016,3.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1069",2016,3.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1070",2016,4.1,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1071",2016,4.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1072",2016,3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1073",2016,4.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1074",2016,5.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1075",2016,3.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1076",2016,5.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1077",2016,6.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1078",2016,4.7,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1079",2016,3.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1080",2016,4.9,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1081",2016,4.5,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1082",2016,5.4,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1083",2016,6.3,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1084",2016,5.8,0,"U","SMURFS","south","Growth","SMURFS","External fit only"
"1085",2021,36.5,26,"U","CRFS","north","Growth","CRFS","Included in base model"
"1086",2021,37.6,19,"M","CRFS","north","Growth","CRFS","Included in base model"
"1087",2021,39,27,"M","CRFS","north","Growth","CRFS","Included in base model"
"1088",2021,33.1,7,"M","CRFS","north","Growth","CRFS","Included in base model"
"1089",2021,38.5,10,"U","CRFS","north","Growth","CRFS","Included in base model"
"1090",2021,33.9,11,"U","CRFS","north","Growth","CRFS","Included in base model"
"1091",2021,46.1,30,"U","CRFS","north","Growth","CRFS","Included in base model"
"1092",2021,43,27,"U","CRFS","north","Growth","CRFS","Included in base model"
"1093",2021,37.8,8,"M","CRFS","north","Growth","CRFS","Included in base model"
"1094",2021,35.4,8,"F","CRFS","north","Growth","CRFS","Included in base model"
"1095",2021,43.9,25,"U","CRFS","north","Growth","CRFS","Included in base model"
"1096",2021,45.5,31,"U","CRFS","north","Growth","CRFS","Included in base model"
"1097",2021,46.9,27,"U","CRFS","north","Growth","CRFS","Included in base model"
"1098",2021,43.1,25,"U","CRFS","north","Growth","CRFS","Included in base model"
"1099",2021,45.9,27,"U","CRFS","north","Growth","CRFS","Included in base model"
"1100",2021,36.6,25,"U","CRFS","south","Growth","CRFS","Included in base model"
"1101",2021,38,17,"F","CRFS","south","Growth","CRFS","Included in base model"
"1102",2021,32.9,11,"U","CRFS","south","Growth","CRFS","Included in base model"
"1103",2021,37.9,9,"M","CRFS","north","Growth","CRFS","Included in base model"
"1104",2021,43.5,27,"F","RBG","north","Growth","RBG","Included in base model"
"1105",2021,39.3,9,"M","RBG","north","Growth","RBG","Included in base model"
"1106",2021,40.4,18,"M","RBG","north","Growth","RBG","Included in base model"
"1107",2021,44.7,27,"F","CRFS","north","Growth","CRFS","Included in base model"
"1108",2021,38.1,12,"F","CRFS","north","Growth","CRFS","Included in base model"
"1109",2021,44.9,18,"M","CRFS","north","Growth","CRFS","Included in base model"
"1110",2021,39.2,9,"M","CRFS","north","Growth","CRFS","Included in base model"
"1111",2021,39.4,9,"M","CRFS","north","Growth","CRFS","Included in base model"
"1112",2021,34.5,10,"M","CRFS","north","Growth","CRFS","Included in base model"
"1113",2021,37.2,29,"M","CRFS","north","Growth","CRFS","Included in base model"
"1114",2021,39.2,9,"M","CRFS","north","Growth","CRFS","Included in base model"
"1115",2021,37.5,11,"F","CRFS","north","Growth","CRFS","Included in base model"
"1116",2021,38.3,32,"U","CRFS","south","Growth","CRFS","Included in base model"
"1117",2021,32.7,10,"U","CRFS","south","Growth","CRFS","Included in base model"
"1118",2021,25.7,5,"M","CRFS","north","Growth","CRFS","Included in base model"
"1119",2021,47.2,26,"M","CRFS","north","Growth","CRFS","Included in base model"
"1120",2021,24.1,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1121",2021,28.9,5,"F","CRFS","north","Growth","CRFS","Included in base model"
"1122",2021,41.6,19,"M","CRFS","north","Growth","CRFS","Included in base model"
"1123",2022,42.6,27,"F","RBG","north","Growth","RBG","Included in base model"
"1124",2022,45.4,32,"U","RBG","north","Growth","RBG","Included in base model"
"1125",2022,37.1,8,"F","RBG","north","Growth","RBG","Included in base model"
"1126",2022,43,15,"M","RBG","north","Growth","RBG","Included in base model"
"1127",2022,42.1,25,"M","RBG","north","Growth","RBG","Included in base model"
"1128",2022,37.1,10,"F","RBG","north","Growth","RBG","Included in base model"
"1129",2022,41.8,28,"F","RBG","north","Growth","RBG","Included in base model"
"1130",2022,40.6,30,"M","RBG","north","Growth","RBG","Included in base model"
"1131",2022,36.5,8,"F","RBG","north","Growth","RBG","Included in base model"
"1132",2022,33.9,11,"F","RBG","north","Growth","RBG","Included in base model"
"1133",2022,42.2,26,"M","CRFS","north","Growth","CRFS","Included in base model"
"1134",2022,30.5,5,"F","RBG","north","Growth","RBG","Included in base model"
"1135",2022,45.5,28,"F","RBG","north","Growth","RBG","Included in base model"
"1136",2022,44.1,26,"F","RBG","north","Growth","RBG","Included in base model"
"1137",2022,44.3,28,"M","RBG","north","Growth","RBG","Included in base model"
"1138",2022,35,9,"M","RBG","north","Growth","RBG","Included in base model"
"1139",2022,41.3,26,"M","RBG","north","Growth","RBG","Included in base model"
"1140",2022,32.9,7,"M","RBG","north","Growth","RBG","Included in base model"
"1141",2022,47.5,26,"F","RBG","north","Growth","RBG","Included in base model"
"1142",2022,38,9,"M","RBG","north","Growth","RBG","Included in base model"
"1143",2022,30.1,5,"U","RBG","north","Growth","RBG","Included in base model"
"1144",2022,38.8,9,"F","RBG","north","Growth","RBG","Included in base model"
"1145",2022,43.9,19,"F","RBG","north","Growth","RBG","Included in base model"
"1146",2022,36,8,"F","RBG","north","Growth","RBG","Included in base model"
"1147",2022,38.8,9,"M","RBG","north","Growth","RBG","Included in base model"
"1148",2022,42.2,22,"M","RBG","north","Growth","RBG","Included in base model"
"1149",2022,39.2,9,"F","RBG","north","Growth","RBG","Included in base model"
"1150",2022,43,38,"M","RBG","north","Growth","RBG","Included in base model"
"1151",2022,40.5,28,"M","RBG","north","Growth","RBG","Included in base model"
"1152",2022,32.8,8,"M","CRFS","north","Growth","CRFS","Included in base model"
"1153",2022,35,36,"U","CRFS","north","Growth","CRFS","Included in base model"
"1154",2022,34.7,28,"U","CRFS","north","Growth","CRFS","Included in base model"
"1155",2022,35.9,29,"M","CRFS","north","Growth","CRFS","Included in base model"
"1156",2022,34.5,28,"M","CRFS","north","Growth","CRFS","Included in base model"
"1157",2022,35.7,11,"F","CRFS","north","Growth","CRFS","Included in base model"
"1158",2022,35.6,10,"U","CRFS","north","Growth","CRFS","Included in base model"
"1159",2022,40.9,30,"M","CRFS","north","Growth","CRFS","Included in base model"
"1160",2022,41.2,29,"F","CRFS","north","Growth","CRFS","Included in base model"
"1161",2022,38.1,9,"F","CRFS","north","Growth","CRFS","Included in base model"
"1162",2022,29.6,6,"F","CRFS","north","Growth","CRFS","Included in base model"
"1163",2022,36.1,28,"M","CRFS","north","Growth","CRFS","Included in base model"
"1164",2022,39.7,12,"F","RBG","north","Growth","RBG","Included in base model"
"1165",2022,33.6,6,"M","CRFS","north","Growth","CRFS","Included in base model"
"1166",2022,45.5,12,"F","RBG","north","Growth","RBG","Included in base model"
"1167",2022,47,29,"M","RBG","north","Growth","RBG","Included in base model"
"1168",2022,38,11,"M","RBG","north","Growth","RBG","Included in base model"
"1169",2022,42.4,19,"M","RBG","north","Growth","RBG","Included in base model"
"1170",2022,32,11,"F","RBG","north","Growth","RBG","Included in base model"
"1171",2022,36.5,18,"M","RBG","north","Growth","RBG","Included in base model"
"1172",2022,36.7,11,"M","RBG","north","Growth","RBG","Included in base model"
"1173",2022,44.5,15,"F","RBG","north","Growth","RBG","Included in base model"
"1174",2022,44.6,19,"F","RBG","north","Growth","RBG","Included in base model"
"1175",2022,39.6,10,"F","RBG","north","Growth","RBG","Included in base model"
"1176",2022,50,38,"F","RBG","north","Growth","RBG","Included in base model"
"1177",2022,46.9,28,"F","RBG","north","Growth","RBG","Included in base model"
"1178",2022,33.8,9,"M","CRFS","north","Growth","CRFS","Included in base model"
"1179",2022,31.2,9,"M","CRFS","north","Growth","CRFS","Included in base model"
"1180",2022,34.8,7,"M","CRFS","south","Growth","CRFS","Included in base model"
"1181",2022,32.7,9,"F","CRFS","south","Growth","CRFS","Included in base model"
"1182",2022,45.8,33,"F","RBG","north","Growth","RBG","Included in base model"
"1183",2022,23.6,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1184",2022,28.8,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1185",2022,27.8,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1186",2022,30.5,4,"U","CRFS","south","Growth","CRFS","Included in base model"
"1187",2022,28.7,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1188",2022,27.6,4,"U","CRFS","south","Growth","CRFS","Included in base model"
"1189",2022,30.3,4,"U","CRFS","south","Growth","CRFS","Included in base model"
"1190",2022,28.5,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1191",2022,31.8,6,"U","CRFS","south","Growth","CRFS","Included in base model"
"1192",2022,29.6,6,"U","CRFS","south","Growth","CRFS","Included in base model"
"1193",2022,29.3,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1194",2022,31.6,6,"U","CRFS","south","Growth","CRFS","Included in base model"
"1195",2022,31.2,6,"U","CRFS","south","Growth","CRFS","Included in base model"
"1196",2022,29.6,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1197",2022,31.4,6,"U","CRFS","south","Growth","CRFS","Included in base model"
"1198",2022,27.7,6,"U","CRFS","south","Growth","CRFS","Included in base model"
"1199",2022,29.4,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1200",2022,28.5,4,"U","CRFS","south","Growth","CRFS","Included in base model"
"1201",2022,28.6,6,"U","CRFS","south","Growth","CRFS","Included in base model"
"1202",2022,37.5,29,"M","CRFS","north","Growth","CRFS","Included in base model"
"1203",2022,37.8,27,"F","CRFS","north","Growth","CRFS","Included in base model"
"1204",2022,38,28,"F","CRFS","north","Growth","CRFS","Included in base model"
"1205",2022,37.5,39,"M","CRFS","north","Growth","CRFS","Included in base model"
"1206",2022,36.7,40,"M","CRFS","north","Growth","CRFS","Included in base model"
"1207",2022,37.4,31,"M","CRFS","north","Growth","CRFS","Included in base model"
"1208",2022,33,6,"F","RBG","north","Growth","RBG","Included in base model"
"1209",2023,42.7,24,"F","RBG","north","Growth","RBG","Included in base model"
"1210",2023,37.1,10,"M","RBG","north","Growth","RBG","Included in base model"
"1211",2023,38.3,22,"F","RBG","north","Growth","RBG","Included in base model"
"1212",2023,32.1,13,"U","RBG","north","Growth","RBG","Included in base model"
"1213",2023,29.5,7,"U","CRFS","north","Growth","CRFS","Included in base model"
"1214",2023,44.6,30,"F","RBG","north","Growth","RBG","Included in base model"
"1215",2023,40.1,11,"U","RBG","north","Growth","RBG","Included in base model"
"1216",2023,40.3,26,"M","CRFS","north","Growth","CRFS","Included in base model"
"1217",2023,34.2,8,"F","CRFS","north","Growth","CRFS","Included in base model"
"1218",2023,34,13,"M","CRFS","south","Growth","CRFS","Included in base model"
"1219",2023,31.1,11,"M","CRFS","south","Growth","CRFS","Included in base model"
"1220",2023,33.6,12,"F","CRFS","south","Growth","CRFS","Included in base model"
"1221",2023,28.3,7,"F","CRFS","south","Growth","CRFS","Included in base model"
"1222",2023,28.8,5,"F","CRFS","south","Growth","CRFS","Included in base model"
"1223",2023,36.6,9,"F","CRFS","south","Growth","CRFS","Included in base model"
"1224",2023,33.5,10,"F","CRFS","south","Growth","CRFS","Included in base model"
"1225",2023,33.5,9,"M","CRFS","north","Growth","CRFS","Included in base model"
"1226",2023,32.4,5,"F","CRFS","south","Growth","CRFS","Included in base model"
"1227",2023,29.8,6,"M","CRFS","south","Growth","CRFS","Included in base model"
"1228",2023,33.4,10,"M","CRFS","south","Growth","CRFS","Included in base model"
"1229",2023,38.7,28,"M","CRFS","north","Growth","CRFS","Included in base model"
"1230",2023,36.2,9,"M","CRFS","north","Growth","CRFS","Included in base model"
"1231",2023,38,12,"F","CRFS","south","Growth","CRFS","Included in base model"
"1232",2023,37.1,19,"M","RBG","north","Growth","RBG","Included in base model"
"1233",2023,38.7,19,"F","RBG","north","Growth","RBG","Included in base model"
"1234",2023,39.3,17,"F","RBG","north","Growth","RBG","Included in base model"
"1235",2024,33.8,8,"F","CRFS","north","Growth","CRFS","Included in base model"
"1236",2024,27.7,8,"M","CRFS","south","Growth","CRFS","Included in base model"
"1237",2024,30,4,"F","CRFS","north","Growth","CRFS","Included in base model"
"1238",2024,27.9,8,"U","CRFS","south","Growth","CRFS","Included in base model"
"1239",2024,44.6,31,"M","CRFS","north","Growth","CRFS","Included in base model"
"1240",2024,31,7,"M","CRFS","south","Growth","CRFS","Included in base model"
"1241",2024,28.2,8,"F","CRFS","south","Growth","CRFS","Included in base model"
"1242",2024,26.6,7,"F","CRFS","south","Growth","CRFS","Included in base model"
"1243",2024,28.2,7,"M","CRFS","south","Growth","CRFS","Included in base model"
"1244",2024,27.4,7,"F","CRFS","north","Growth","CRFS","Included in base model"
"1245",2024,26.2,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1246",2024,31.2,9,"M","CRFS","south","Growth","CRFS","Included in base model"
"1247",2024,30.8,8,"M","CRFS","north","Growth","CRFS","Included in base model"
"1248",2024,29.1,6,"F","CRFS","north","Growth","CRFS","Included in base model"
"1249",2024,30.7,7,"M","CRFS","south","Growth","CRFS","Included in base model"
"1250",2024,24.3,5,"U","CRFS","south","Growth","CRFS","Included in base model"
"1251",2017,39,10,"M","IPHC","north","Growth","IPHC","Included in base model"
"1252",2017,30,5,"M","IPHC","north","Growth","IPHC","Included in base model"
"1253",2017,40,18,"M","IPHC","north","Growth","IPHC","Included in base model"
"1254",2017,40,12,"F","IPHC","north","Growth","IPHC","Included in base model"
"1255",2017,46,21,"M","IPHC","north","Growth","IPHC","Included in base model"
"1256",2019,35.9,8,"F","Comm2019","north","Growth","Comm2019","External fit only"
"1257",2019,33.4,7,"M","Comm2019","north","Growth","Comm2019","External fit only"
"1258",2019,33.6,8,"F","Comm2019","north","Growth","Comm2019","External fit only"
"1259",2019,31.1,7,"F","Comm2019","north","Growth","Comm2019","External fit only"
"1260",2019,33,7,"F","Comm2019","north","Growth","Comm2019","External fit only"
"1261",2019,33,8,"F","Comm2019","north","Growth","Comm2019","External fit only"
"1262",2004,39.7,11,"M","calcom","north","Growth","calcom","External fit only"
"1263",2004,36.1,10,"M","calcom","north","Growth","calcom","External fit only"
"1264",2004,39.8,11,"M","calcom","north","Growth","calcom","External fit only"
"1265",2004,38,11,"M","calcom","north","Growth","calcom","External fit only"
"1266",1985,42.1,30,"F","comm85","north","Growth","comm85","External fit only"
"1267",1985,39.6,23,"F","comm85","north","Growth","comm85","External fit only"
"1268",1985,39.5,26,"M","comm85","north","Growth","comm85","External fit only"
"1269",1985,44.8,51,"M","comm85","north","Growth","comm85","External fit only"
"1270",1985,44.1,29,"F","comm85","north","Growth","comm85","External fit only"
