"","year","length_cm","age","sex","source","faa_area","fleet","project","InModel"
"375",2011,42.8,12,"F","Abrams","north","Growth","Abrams","Included in base model"
"376",2011,45.5,26,"F","Abrams","north","Growth","Abrams","Included in base model"
"377",2011,41,17,"F","Abrams","north","Growth","Abrams","Included in base model"
"378",2011,46.5,26,"F","Abrams","north","Growth","Abrams","Included in base model"
"379",2011,29.3,6,"F","Abrams","north","Growth","Abrams","Included in base model"
"380",2011,41.4,17,"F","Abrams","north","Growth","Abrams","Included in base model"
"381",2011,41.6,19,"M","Abrams","north","Growth","Abrams","Included in base model"
"382",2011,38.2,17,"F","Abrams","north","Growth","Abrams","Included in base model"
"383",2011,42.5,18,"F","Abrams","north","Growth","Abrams","Included in base model"
"384",2011,35.6,17,"F","Abrams","north","Growth","Abrams","Included in base model"
"385",2011,36.5,19,"F","Abrams","north","Growth","Abrams","Included in base model"
"386",2011,39.4,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"387",2011,37,16,"F","Abrams","north","Growth","Abrams","Included in base model"
"388",2011,36.4,10,"F","Abrams","north","Growth","Abrams","Included in base model"
"389",2011,38.3,8,"F","Abrams","north","Growth","Abrams","Included in base model"
"390",2011,35.1,8,"F","Abrams","north","Growth","Abrams","Included in base model"
"391",2011,41.5,18,"F","Abrams","north","Growth","Abrams","Included in base model"
"392",2011,40.5,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"393",2011,42.3,26,"M","Abrams","north","Growth","Abrams","Included in base model"
"394",2011,42.7,14,"F","Abrams","north","Growth","Abrams","Included in base model"
"395",2011,39,12,"M","Abrams","north","Growth","Abrams","Included in base model"
"396",2011,37.4,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"397",2011,45.1,22,"F","Abrams","north","Growth","Abrams","Included in base model"
"398",2011,41.1,25,"M","Abrams","north","Growth","Abrams","Included in base model"
"399",2011,43.1,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"400",2011,39.2,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"401",2011,39.8,14,"F","Abrams","north","Growth","Abrams","Included in base model"
"402",2011,41,13,"F","Abrams","north","Growth","Abrams","Included in base model"
"403",2011,39.7,16,"M","Abrams","north","Growth","Abrams","Included in base model"
"404",2011,37.8,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"405",2011,40.1,17,"M","Abrams","north","Growth","Abrams","Included in base model"
"406",2011,40.9,14,"M","Abrams","north","Growth","Abrams","Included in base model"
"407",2011,39.5,19,"F","Abrams","north","Growth","Abrams","Included in base model"
"408",2011,37.3,18,"F","Abrams","north","Growth","Abrams","Included in base model"
"409",2011,37.9,18,"F","Abrams","north","Growth","Abrams","Included in base model"
"410",2011,40.5,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"411",2011,36.8,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"412",2011,38,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"413",2011,36.3,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"414",2011,37.6,21,"M","Abrams","north","Growth","Abrams","Included in base model"
"415",2011,38.5,14,"M","Abrams","north","Growth","Abrams","Included in base model"
"416",2011,30.6,8,"F","Abrams","north","Growth","Abrams","Included in base model"
"417",2011,25.8,7,"M","Abrams","north","Growth","Abrams","Included in base model"
"418",2011,38.3,17,"M","Abrams","north","Growth","Abrams","Included in base model"
"419",2011,36.4,20,"M","Abrams","north","Growth","Abrams","Included in base model"
"420",2011,37.9,20,"F","Abrams","north","Growth","Abrams","Included in base model"
"421",2011,31,8,"F","Abrams","north","Growth","Abrams","Included in base model"
"422",2011,37.9,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"423",2011,37.1,26,"F","Abrams","north","Growth","Abrams","Included in base model"
"424",2011,31.6,8,"F","Abrams","north","Growth","Abrams","Included in base model"
"425",2011,34.8,17,"M","Abrams","north","Growth","Abrams","Included in base model"
"426",2011,36.8,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"427",2011,35.1,14,"M","Abrams","north","Growth","Abrams","Included in base model"
"428",2011,39.7,27,"M","Abrams","north","Growth","Abrams","Included in base model"
"429",2011,33.7,17,"F","Abrams","north","Growth","Abrams","Included in base model"
"430",2011,45.6,19,"F","Abrams","north","Growth","Abrams","Included in base model"
"431",2011,37,7,"M","Abrams","north","Growth","Abrams","Included in base model"
"432",2011,37.1,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"433",2011,36.8,16,"M","Abrams","north","Growth","Abrams","Included in base model"
"434",2011,27.9,8,"F","Abrams","north","Growth","Abrams","Included in base model"
"435",2011,37,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"436",2011,39,17,"F","Abrams","north","Growth","Abrams","Included in base model"
"437",2011,36.4,14,"M","Abrams","north","Growth","Abrams","Included in base model"
"438",2011,36.5,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"439",2011,34.8,3,"M","Abrams","north","Growth","Abrams","Included in base model"
"440",2011,37.4,21,"F","Abrams","north","Growth","Abrams","Included in base model"
"441",2011,37.4,25,"F","Abrams","north","Growth","Abrams","Included in base model"
"442",2011,48.1,15,"F","Abrams","north","Growth","Abrams","Included in base model"
"443",2011,32.1,14,"M","Abrams","north","Growth","Abrams","Included in base model"
"444",2011,36.8,8,"F","Abrams","north","Growth","Abrams","Included in base model"
"445",2011,38.5,19,"M","Abrams","north","Growth","Abrams","Included in base model"
"446",2011,35.7,18,"M","Abrams","north","Growth","Abrams","Included in base model"
"447",2011,45.9,17,"M","Abrams","north","Growth","Abrams","Included in base model"
"448",2011,40.8,13,"M","Abrams","north","Growth","Abrams","Included in base model"
"449",2011,37.9,20,"M","Abrams","north","Growth","Abrams","Included in base model"
"450",2011,33.6,13,"M","Abrams","north","Growth","Abrams","Included in base model"
"451",2011,36.4,20,"M","Abrams","north","Growth","Abrams","Included in base model"
"452",2011,34.7,17,"F","Abrams","north","Growth","Abrams","Included in base model"
"453",2017,36.5,10,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"454",2017,42,21,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"455",2017,41.6,31,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"456",2017,41,26,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"457",2017,37,14,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"458",2017,41.2,24,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"459",2017,37,14,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"460",2017,25.5,5,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"461",2017,39,18,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"462",2017,38,9,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"463",2017,36,7,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"464",2017,40.9,23,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"465",2017,36.6,9,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"466",2017,42.7,21,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"467",2017,45.5,21,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"468",2018,41.7,29,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"469",2018,42.9,22,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"470",2018,41.8,23,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"471",2018,40.8,25,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"472",2018,40,22,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"473",2018,40.9,24,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"474",2018,31.5,8,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"475",2018,38.1,11,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"476",2018,39,23,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"477",2018,43.5,30,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"478",2018,39.2,28,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"479",2018,38.5,15,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"480",2018,44.8,22,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"481",2018,33.6,7,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"482",2018,29,6,"U","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"483",2018,39.2,21,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"484",2018,41,23,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"485",2018,38.5,27,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"486",2018,39.2,24,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"487",2018,38.2,23,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"488",2018,47.8,57,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"489",2019,39.5,8,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"490",2019,38.5,10,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"491",2019,40,33,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"492",2019,40.5,21,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"493",2019,33.5,7,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"494",2019,43.3,38,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"495",2019,39.4,23,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"496",2019,40,25,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"497",2019,39.8,29,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"498",2019,37.8,25,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"499",2019,46.5,46,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"500",2020,54.5,35,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"501",2020,38.5,24,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"502",2020,22.2,4,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"503",2020,42,16,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"504",2020,35.1,9,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"505",2020,39.8,16,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"506",2020,18.5,4,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"507",2021,33.3,9,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"508",2021,41,26,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"509",2021,40.8,27,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"510",2021,28.6,5,"U","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"511",2021,39,25,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"512",2021,39.7,24,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"513",2021,44,39,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"514",2021,40,26,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"515",2022,38.9,15,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"516",2022,38,9,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"517",2022,43.9,36,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"518",2022,40.5,31,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"519",2022,42,28,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"520",2022,35.3,9,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"521",2022,35.7,10,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"522",2022,30.5,5,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"523",2022,28.9,6,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"524",2022,42.9,40,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"525",2022,43.4,28,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"526",2023,31.5,8,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"527",2023,36,8,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"528",2023,38.8,11,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"529",2023,46.4,29,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"530",2023,38.1,20,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"531",2022,39.5,22,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"532",2022,41.7,42,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"533",2022,40.9,25,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"534",2022,37.2,18,"F","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"535",2022,41,35,"M","CCFRPNotFarallons","north","Growth","CCFRPNotFarallons","Included in base model"
"536",2023,25.8,7,"F","CCFRPNotFarallons","south","Growth","CCFRPNotFarallons","Included in base model"
"537",2023,25.7,7,"F","CCFRPNotFarallons","south","Growth","CCFRPNotFarallons","Included in base model"
"538",2023,23.8,5,"F","CCFRPNotFarallons","south","Growth","CCFRPNotFarallons","Included in base model"
"539",2023,25.7,6,"M","CCFRPNotFarallons","south","Growth","CCFRPNotFarallons","Included in base model"
"540",2017,25.5,8,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"541",2017,31.6,8,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"542",2017,30.3,7,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"543",2017,24.6,5,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"544",2017,33.2,15,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"545",2017,29.1,6,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"546",2017,30.5,7,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"547",2017,31.3,7,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"548",2017,28.9,7,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"549",2017,37.2,13,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"550",2017,28.5,6,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"551",2017,34.4,12,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"552",2017,32.3,8,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"553",2017,33.2,12,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"554",2017,34,13,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"555",2018,23.3,6,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"556",2018,35.7,14,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"557",2018,33.3,15,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"558",2018,27.2,6,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"559",2018,35.7,14,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"560",2018,25.3,6,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"561",2018,29.5,8,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"562",2018,25,8,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"563",2018,35.4,14,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"564",2018,31,10,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"565",2018,27.1,8,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"566",2018,27.9,6,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"567",2018,31.4,10,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"568",2018,27.5,6,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"569",2018,28.7,5,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"570",2018,27.5,6,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"571",2018,27,6,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"572",2018,32.3,6,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"573",2018,29.8,6,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"574",2018,34.7,19,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"575",2018,32.3,8,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"576",2018,36.8,24,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"577",2018,35.8,14,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"578",2018,31.6,7,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"579",2018,28.3,6,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"580",2018,34,15,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"581",2018,30.3,8,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"582",2018,36.6,16,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"583",2018,32.9,8,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"584",2018,27.2,6,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"585",2018,29.6,7,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"586",2018,30.5,8,"M","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"587",2018,29.8,8,"F","CCFRPFarallons","south","Growth","CCFRPFarallons","Included in base model"
"588",2022,27.6,6,"F","CCFRPNotFarallons","south","Growth","CCFRPNotFarallons","Included in base model"
"589",2022,25.3,6,"F","CCFRPNotFarallons","south","Growth","CCFRPNotFarallons","Included in base model"
"590",2022,24.5,6,"F","CCFRPNotFarallons","south","Growth","CCFRPNotFarallons","Included in base model"
"591",2023,31.7,12,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"592",2023,21.2,7,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"593",2023,33.9,20,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"594",2023,20.7,7,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"595",2023,33.7,13,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"596",2023,29,6,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"597",2023,36.2,5,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"598",2023,30.9,11,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"599",2023,36.4,23,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"600",2023,23.2,6,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"601",2023,35.6,10,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"602",2023,36.6,19,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"603",2023,45.1,14,"F","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"604",2023,25.8,8,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"605",2023,21.2,6,"M","SWFSCResearch","north","Growth","SWFSCResearch","Included in base model"
"606",2023,35,11,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"607",2023,33.6,10,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"608",2023,38.4,41,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"609",2023,27.1,6,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"610",2023,27.4,7,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"611",2023,34,11,"F","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"612",2023,33.4,10,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"613",2023,25.3,5,"M","SWFSCResearch","south","Growth","SWFSCResearch","Included in base model"
"614",2022,34.3,21,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"615",2022,32.7,13,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"616",2022,23.6,7,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"617",2022,22,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"618",2022,31.8,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"619",2022,29.6,5,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"620",2022,33,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"621",2022,33.4,12,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"622",2022,32.8,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"623",2022,36,11,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"624",2022,25.2,6,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"625",2022,22.9,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"626",2022,37.1,13,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"627",2022,31,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"628",2022,31.1,8,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"629",2022,36.3,24,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"630",2022,31,5,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"631",2022,36.7,10,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"632",2022,37.1,12,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"633",2022,24.1,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"634",2022,35,13,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"635",2022,33.3,12,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"636",2022,33.9,20,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"637",2022,30.5,6,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"638",2022,35.9,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"639",2022,37.6,12,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"640",2022,25.8,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"641",2022,23.1,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"642",2022,33.6,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"643",2022,39.1,30,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"644",2022,31,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"645",2022,23.7,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"646",2022,24.6,6,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"647",2022,35.2,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"648",2022,25.3,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"649",2022,36.5,18,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"650",2022,32.5,10,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"651",2022,34.8,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"652",2022,28.5,5,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"653",2022,36.1,11,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"654",2022,36,12,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"655",2022,39.7,18,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"656",2022,34.3,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"657",2022,34,12,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"658",2022,37.8,12,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"659",2022,30.9,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"660",2022,33.1,12,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"661",2022,27.3,4,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"662",2022,25,6,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"663",2022,22,5,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"664",2022,39.1,26,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"665",2022,22.8,5,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"666",2022,29.7,5,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"667",2022,22.5,5,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"668",2022,22.7,5,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"669",2022,28,4,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"670",2022,33.8,10,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"671",2022,32.3,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"672",2022,29.8,12,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"673",2022,34.4,13,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"674",2022,23.4,5,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"675",2022,32.6,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"676",2022,42.2,22,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"677",2022,32.3,11,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"678",2022,32.2,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"679",2022,32.1,6,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"680",2022,28.6,4,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"681",2022,29,6,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"682",2022,33.7,9,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"683",2022,34.1,11,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"684",2022,36.3,11,"F","Cooperative","south","Growth","Cooperative","Included in base model"
"685",2022,27,6,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"686",2022,37.5,19,"M","Cooperative","south","Growth","Cooperative","Included in base model"
"687",2022,32.6,11,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"688",2022,26.7,5,"U","Cooperative","south","Growth","Cooperative","Included in base model"
"689",2022,33.1,11,"U","Cooperative","south","Growth","Cooperative","Included in base model"
