"Year","length_cm","weight_kg","sex","area","mode","disp","lngth_flag","wgt_flag","source"
1995,356,1,"U","Central","PR","RETAINED","measured","measured","mrfss"
1995,417,1.25,"U","Redwood","PC","RETAINED","measured","measured","mrfss"
1995,250,0.3009857626,"U","Redwood","PC","RETAINED","measured","computed","mrfss"
1995,350,0.9,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1995,395,1.41,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1995,359,0.77,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1995,330,0.62,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1996,291,0.61,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,351,0.81,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,505,2.6,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1996,180,0.1115392309,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1996,338,0.5,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,340,0.8,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,298,0.48,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,352,0.9,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,310,0.5,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,345,0.73,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1995,340,0.86,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1995,374,1.13,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1995,300,0.51,"U","Bay","PR","RETAINED","measured","measured","mrfss"
1995,310,0.57,"U","Bay","PR","RETAINED","measured","measured","mrfss"
1995,338,0.7,"U","Wine","PC","RETAINED","measured","measured","mrfss"
1995,238,0.4,"U","Wine","PC","RETAINED","measured","measured","mrfss"
1996,285,0.6,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1996,250,0.45,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1996,396,1.1,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,250,0.48,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,235,0.4,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1996,314,0.7,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1996,256,0.53,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,384,0.83,"U","Central","PC","RETAINED","measured","measured","mrfss"
1996,340,0.7,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,265,0.32,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,326,0.59,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,271,0.4,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,225,0.2,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,291,0.35,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,325,0.58,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,340,0.7622178412,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1996,357,0.91,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1996,247,0.28,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1996,333,0.8,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,301,0.75,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,332,0.75,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,325,0.6650655977,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1996,356,0.9,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,384,1,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,453,1.8,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,335,0.7288468176,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1996,285,0.4472015336,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1996,230,0.2339475906,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1996,292,0.35,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1996,311,0.6,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1996,291,0.51,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1997,373.01353965,1.0612101883,"U","Central","PC","RETAINED","computed","computed","mrfss"
1997,329,0.75,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1997,330,0.65,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1997,425,1.4,"U","Wine","PC","RETAINED","measured","measured","mrfss"
1996,281,0.6,"U","Bay","PC","RETAINED","measured","measured","mrfss"
1997,369.1450677,1.0285564499,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,203.76789168,0.1705299902,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,343.03288201,0.825304521,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,352.7040619,0.8971596829,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,190.22823985,0.1381668171,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,201.83365571,0.1656300535,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,259.86073501,0.3572672148,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,276.30174081,0.4301173665,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,285.9729207,0.4772162373,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,316.92069632,0.6504710254,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,298.54545455,0.5433585822,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,304.34816248,0.5758177316,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,311.11798839,0.6152706006,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,287.90715667,0.4870257614,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,249.22243714,0.3147642073,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,253.09090909,0.329810427,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,309.18375242,0.6038223646,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1996,341,0.79,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1997,252.1237911,0.3260054341,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,303.38104449,0.5703215526,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,284.03868472,0.467537763,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,256.95938104,0.3453228417,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,265.66344294,0.3819657743,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,245.35396518,0.3001773242,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,256.95938104,0.3453228417,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,256.95938104,0.3453228417,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,302.4139265,0.5648600429,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,304.34816248,0.5758177316,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,249.22243714,0.3147642073,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,341.09864603,0.8114046485,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,227.94584139,0.2400363511,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,290.80851064,0.5019876232,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,302.4139265,0.5648600429,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,315.95357834,0.6445145355,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,272.43326886,0.4121713593,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,291.77562863,0.5070413549,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,319.82205029,0.6685577981,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,378.81624758,1.1114595517,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,328.52611219,0.7247984843,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,360.4410058,0.9575210028,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,257.92649903,0.3492745913,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,323.69052224,0.6931844678,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,264.69632495,0.3777736527,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,280.17021277,0.4485705651,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,282.10444874,0.4579894889,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,288.87427466,0.4919799325,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,338.19729207,0.790845386,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,352.7040619,0.8971596829,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,253.09090909,0.329810427,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,293.7098646,0.5172491213,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,283.07156673,0.462747404,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,285.9729207,0.4772162373,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,296.61121857,0.5328131177,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,298.54545455,0.5433585822,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,307.24951644,0.5925153412,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,261.79497099,0.3653793832,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,302,0.58,"U","Bay","PR","RETAINED","measured","measured","mrfss"
1997,278,0.48,"U","Bay","PR","RETAINED","measured","measured","mrfss"
1997,330,0.68,"U","Bay","PR","RETAINED","measured","measured","mrfss"
1997,316,0.68,"U","Bay","PR","RETAINED","measured","measured","mrfss"
1997,313,1,"U","Bay","PR","RETAINED","measured","measured","mrfss"
1997,323.69052224,0.6931844678,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,317.88781431,0.6564636622,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,320.78916828,0.6746595078,"U","Central","PC","RETAINED","computed","computed","mrfss"
1997,186.35976789,0.1297291212,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,321.75628627,0.6807977858,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,362.37524178,0.9730179115,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,363.34235977,0.980827927,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,259.86073501,0.3572672148,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,310.15087041,0.6095287783,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,321.75628627,0.6807977858,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,378.81624758,1.1114595517,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,324.65764023,0.6994330823,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,333.36170213,0.7573477464,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,300,0.63,"U","Bay","PR","RETAINED","measured","measured","mrfss"
1997,198.93230174,0.1584554924,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1997,209.57059961,0.1858004777,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,245,0.2831604287,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1998,305,0.5489230987,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1998,298,0.5117296247,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1998,343,0.7827229024,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1998,365,0.9444825003,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1997,249.22243714,0.3147642073,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,241.48549323,0.2860429112,"U",NA,"PC","RETAINED","computed","computed","mrfss"
1998,276.30174081,0.4301173665,"U",NA,"PC","RETAINED","computed","computed","mrfss"
1998,298.54545455,0.5433585822,"U",NA,"PC","RETAINED","computed","computed","mrfss"
1998,298.54545455,0.5433585822,"U",NA,"PC","RETAINED","computed","computed","mrfss"
1998,319.82205029,0.6685577981,"U",NA,"PC","RETAINED","computed","computed","mrfss"
1998,529,2.47,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1998,432,1.56,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1998,407,0.74,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1998,227.94584139,0.2400363511,"U",NA,"PC","RETAINED","computed","computed","mrfss"
1998,322.72340426,0.6869727374,"U",NA,"PC","RETAINED","computed","computed","mrfss"
1998,434,1.36,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1998,221.17601547,0.2189876936,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,240.51837524,0.2825792011,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,242.45261122,0.2895344712,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,250.18955513,0.3184824314,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,258.89361702,0.3532560134,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,259.86073501,0.3572672148,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,290.80851064,0.5019876232,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,316.92069632,0.6504710254,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,320.78916828,0.6746595078,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,356.57253385,0.9270167513,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,419.43520309,1.5076509988,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,266.63056093,0.386188423,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,305.31528046,0.5813486856,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,407,0.79,"U","Wine","PC","RETAINED","measured","measured","mrfss"
1998,139,0.0510743527,"U","Redwood","PR","RETAINED","measured","computed","mrfss"
1998,152,0.0669171195,"U","Redwood","PR","RETAINED","measured","computed","mrfss"
1998,410,1.36,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1998,348,0.85,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1998,253.09090909,0.329810427,"U",NA,"PC","RETAINED","computed","computed","mrfss"
1998,252.1237911,0.3260054341,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,209.57059961,0.1858004777,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,223.11025145,0.2248720452,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,247.28820116,0.3074137776,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,263.72920696,0.3736119515,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,266.63056093,0.386188423,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,285.00580271,0.472360672,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,316.92069632,0.6504710254,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,179.58994197,0.1157931651,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,294.67698259,0.5224033679,"U",NA,"PC","RETAINED","computed","computed","mrfss"
1998,219.2417795,0.2132056851,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,221.17601547,0.2189876936,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,255.02514507,0.3375079316,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,285.9729207,0.4772162373,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,361.40812379,0.9652489716,"U",NA,"PC","RETAINED","computed","computed","mrfss"
1998,311.11798839,0.6152706006,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,333.36170213,0.7573477464,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,363.34235977,0.980827927,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,397.19148936,1.2808656832,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,285.00580271,0.472360672,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,310.15087041,0.6095287783,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1998,341.09864603,0.8114046485,"U","Bay","PC","RETAINED","computed","computed","mrfss"
1999,240,0.2660556361,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,251,0.3046386168,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1998,311,0.5822076801,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,311,0.68,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,322,0.79,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,322,0.88,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,329,1.08,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,219,0.2017449098,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,353,0.8537335882,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,330,0.6964677787,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,234,0.2464598479,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,398,1.2268331214,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,338,0.7487494253,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,269,0.3755584458,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,347,0.8106326196,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,352,0.8464461521,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,329,0.6901096778,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,397,1.2175419546,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,271,0.3840597756,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,348,0.817712577,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,340,0.7622178412,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,386,1.1184274467,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,394,1.1899511544,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,307,0.5598724625,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,339,0.7554635514,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,339,0.65,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,314,0.77,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,431,1.73,"U","Wine","PC","RETAINED","measured","measured","mrfss"
1999,532,2.21,"U","Wine","PC","RETAINED","measured","measured","mrfss"
1999,336,0.71,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1999,350,0.57,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,338,0.7487494253,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,417,1.36,"U","Wine","PC","RETAINED","measured","measured","mrfss"
1999,274,0.3970517007,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,281,0.4285027376,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,379,1.0582540744,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,287,0.456752278,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,256,0.31,"U","Bay","PR","RETAINED","measured","measured","mrfss"
1999,247,0.29,"U","Bay","PR","RETAINED","measured","measured","mrfss"
1999,310,0.5765690124,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,270,0.3797931957,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,272,0.3883583061,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,360,0.9059244846,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,481,2.15,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,362,0.9212187195,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,375,1.05,"U","Wine","PR","RETAINED","measured","measured","mrfss"
1999,300,0.5221784866,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,196,0.1442733278,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,325,0.6650655977,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,340,0.7622178412,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,327,0.677510215,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,378,1.0498388979,"U","Central","PC","RETAINED","measured","computed","mrfss"
1999,269,0.3755584458,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,320,0.6346251532,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,280,0.4239112295,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,339,0.7554635514,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,288,0.4615784089,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,339,0.74,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,326,0.68,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,344,0.94,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,309,0.45,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,359,0.8983414891,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,328,0.6837905303,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,295,0.4963200807,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,270,0.3797931957,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,258,0.3310425384,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,376,1.0331430959,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,268,0.3713554056,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,344,0.79,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,366,1.11,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
1999,345,0.7965959809,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,289,0.4664385397,"U","Bay","PC","RETAINED","measured","computed","mrfss"
1999,295,0.4963200807,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2000,230,0.4,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,265,0.65,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,300,0.8,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,311,0.7,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,350,1.13,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,280,0.4239112295,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2000,260,0.3388581781,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2000,416,1.67,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2000,225,0.218914313,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2000,351,0.9,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,272,0.3883583061,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2000,288,0.4615784089,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2000,357,1.19,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,275,0.4014468058,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2000,340,0.7622178412,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2000,411,1.7,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2000,371,1.36,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2000,329,0.65,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2000,335,0.7288468176,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2000,355,1.16,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,342,1.13,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,348,1.19,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,366,1.36,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,351,1.36,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,340,1.25,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,343,1.25,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,370,1.3,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2000,417,1.9,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2000,320,1,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,339,0.82,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2000,341,0.91,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2000,367,0.85,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,380,0.96,"U","Wine","PR","RETAINED","measured","measured","mrfss"
2000,410,1.3,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,380,1.1,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,302,0.8,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,315,0.8,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,333,1,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,334,1.25,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2001,405,1.35,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2001,415,1.5,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2001,321,0.6406370288,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,291,0.4762612839,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,305,0.5489230987,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,316,0.6109550893,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,296,0.5014215898,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,284,0.4424766789,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,307,0.5598724625,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,268,0.3713554056,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,318,0.6227148753,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,319,0.6286511423,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,312,0.5878831247,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,308,0.5654015244,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,304,0.5435025553,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,331,0.7028649538,"U","Central","PC","RETAINED","measured","computed","mrfss"
2001,377,1.3,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2001,349,0.8248337877,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,275,0.4014468058,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,265,0.3589353381,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,313,0.5935954671,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,292,0.4812241386,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,321,0.6406370288,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,339,0.7554635514,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2001,374,1.3,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2001,366,1.2,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2002,331,0.7028649538,"U","Bay","PC","RETAINED","measured","computed","mrfss"
2000,262,0.4,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2001,381,1.35,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2001,387,1.4,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,270,0.5,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2001,377,1.3,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2001,404,1.45,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2001,380,1.3,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,266,0.45,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,267,0.6,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,264,0.5,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,264,0.45,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2000,266,0.5,"U","Bay","PC","RETAINED","measured","measured","mrfss"
2001,318,0.61,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
2002,381,1.2,"U","Redwood","PR","RETAINED","measured","measured","mrfss"
